"","Country","Year","Variable","Source","Value","Unit"
"340","MYANMAR",2012,"EXPORT VALUE","FAO",152908,"000 US$"
"341","MYANMAR",2011,"EXPORT VALUE","FAO",337410,"000 US$"
"342","MYANMAR",2010,"EXPORT VALUE","FAO",213697,"000 US$"
"343","MYANMAR",2009,"EXPORT VALUE","FAO",260694,"000 US$"
"344","MYANMAR",2008,"EXPORT VALUE","FAO",210872,"000 US$"
"345","MYANMAR",2007,"EXPORT VALUE","FAO",101421,"000 US$"
"346","MYANMAR",2006,"EXPORT VALUE","FAO",74349,"000 US$"
"347","MYANMAR",2005,"EXPORT VALUE","FAO",42844,"000 US$"
"348","MYANMAR",2004,"EXPORT VALUE","FAO",31378,"000 US$"
"349","MYANMAR",2003,"EXPORT VALUE","FAO",71000,"000 US$"
"350","MYANMAR",2002,"EXPORT VALUE","FAO",127388,"000 US$"
"351","MYANMAR",2001,"EXPORT VALUE","FAO",122144,"000 US$"
"352","MYANMAR",2000,"EXPORT VALUE","FAO",31970,"000 US$"
"353","MYANMAR",1999,"EXPORT VALUE","FAO",10319,"000 US$"
"354","MYANMAR",1998,"EXPORT VALUE","FAO",26354,"000 US$"
"355","MYANMAR",1997,"EXPORT VALUE","FAO",6032,"000 US$"
"356","MYANMAR",1996,"EXPORT VALUE","FAO",28273,"000 US$"
"357","MYANMAR",1995,"EXPORT VALUE","FAO",81630,"000 US$"
"358","MYANMAR",1994,"EXPORT VALUE","FAO",213623,"000 US$"
"359","MYANMAR",1993,"EXPORT VALUE","FAO",50846,"000 US$"
"360","MYANMAR",1992,"EXPORT VALUE","FAO",44803,"000 US$"
"361","MYANMAR",1991,"EXPORT VALUE","FAO",39654,"000 US$"
"362","MYANMAR",1990,"EXPORT VALUE","FAO",61390,"000 US$"
"363","MYANMAR",1989,"EXPORT VALUE","FAO",38619,"000 US$"
"364","MYANMAR",1988,"EXPORT VALUE","FAO",8324,"000 US$"
"365","MYANMAR",1987,"EXPORT VALUE","FAO",49588,"000 US$"
"366","MYANMAR",1986,"EXPORT VALUE","FAO",73121,"000 US$"
"367","MYANMAR",1985,"EXPORT VALUE","FAO",93025,"000 US$"
"368","MYANMAR",1984,"EXPORT VALUE","FAO",118334,"000 US$"
"369","MYANMAR",1983,"EXPORT VALUE","FAO",165438,"000 US$"
"370","MYANMAR",1982,"EXPORT VALUE","FAO",156173,"000 US$"
"371","MYANMAR",1981,"EXPORT VALUE","FAO",216474,"000 US$"
"372","MYANMAR",1980,"EXPORT VALUE","FAO",182317,"000 US$"
"373","MYANMAR",1979,"EXPORT VALUE","FAO",135135,"000 US$"
"374","MYANMAR",1978,"EXPORT VALUE","FAO",73394,"000 US$"
"375","MYANMAR",1977,"EXPORT VALUE","FAO",115928,"000 US$"
"376","MYANMAR",1976,"EXPORT VALUE","FAO",107870,"000 US$"
"377","MYANMAR",1975,"EXPORT VALUE","FAO",73825,"000 US$"
"378","MYANMAR",1974,"EXPORT VALUE","FAO",81263,"000 US$"
"379","MYANMAR",1973,"EXPORT VALUE","FAO",17832,"000 US$"
"380","MYANMAR",1972,"EXPORT VALUE","FAO",40783,"000 US$"
"381","MYANMAR",1971,"EXPORT VALUE","FAO",60617,"000 US$"
"382","MYANMAR",1970,"EXPORT VALUE","FAO",53409,"000 US$"
"383","MYANMAR",1969,"EXPORT VALUE","FAO",66901,"000 US$"
"384","MYANMAR",1968,"EXPORT VALUE","FAO",50727,"000 US$"
"385","MYANMAR",1967,"EXPORT VALUE","FAO",66484,"000 US$"
"386","MYANMAR",1966,"EXPORT VALUE","FAO",120097,"000 US$"
"387","MYANMAR",1965,"EXPORT VALUE","FAO",138323,"000 US$"
"388","MYANMAR",1964,"EXPORT VALUE","FAO",149230,"000 US$"
"389","MYANMAR",1963,"EXPORT VALUE","FAO",170180,"000 US$"
"390","MYANMAR",1962,"EXPORT VALUE","FAO",167127,"000 US$"
"391","MYANMAR",1961,"EXPORT VALUE","FAO",146810,"000 US$"
"392","MYANMAR",2014,"FARM HARVEST PRICE - PADDY","FAO",224919,"Local currency/t"
"393","MYANMAR",2013,"FARM HARVEST PRICE - PADDY","FAO",204167,"Local currency/t"
"394","MYANMAR",2012,"FARM HARVEST PRICE - PADDY","FAO",191706,"Local currency/t"
"395","MYANMAR",2011,"FARM HARVEST PRICE - PADDY","FAO",185340,"Local currency/t"
"396","MYANMAR",2010,"FARM HARVEST PRICE - PADDY","FAO",195540,"Local currency/t"
"397","MYANMAR",2009,"FARM HARVEST PRICE - PADDY","FAO",179797,"Local currency/t"
"398","MYANMAR",2008,"FARM HARVEST PRICE - PADDY","FAO",174932,"Local currency/t"
"399","MYANMAR",2007,"FARM HARVEST PRICE - PADDY","FAO",179964,"Local currency/t"
"400","MYANMAR",2006,"FARM HARVEST PRICE - PADDY","FAO",173854,"Local currency/t"
"401","MYANMAR",2005,"FARM HARVEST PRICE - PADDY","FAO",110231,"Local currency/t"
"402","MYANMAR",2004,"FARM HARVEST PRICE - PADDY","FAO",91540,"Local currency/t"
"403","MYANMAR",2003,"FARM HARVEST PRICE - PADDY","FAO",95709,"Local currency/t"
"404","MYANMAR",2002,"FARM HARVEST PRICE - PADDY","FAO",103042,"Local currency/t"
"405","MYANMAR",2001,"FARM HARVEST PRICE - PADDY","FAO",74286,"Local currency/t"
"406","MYANMAR",2000,"FARM HARVEST PRICE - PADDY","FAO",25401,"Local currency/t"
"407","MYANMAR",1999,"FARM HARVEST PRICE - PADDY","FAO",32159,"Local currency/t"
"408","MYANMAR",1998,"FARM HARVEST PRICE - PADDY","FAO",22765,"Local currency/t"
"409","MYANMAR",1997,"FARM HARVEST PRICE - PADDY","FAO",22909,"Local currency/t"
"410","MYANMAR",1996,"FARM HARVEST PRICE - PADDY","FAO",14895,"Local currency/t"
"411","MYANMAR",1995,"FARM HARVEST PRICE - PADDY","FAO",10263,"Local currency/t"
"412","MYANMAR",1994,"FARM HARVEST PRICE - PADDY","FAO",11483,"Local currency/t"
"413","MYANMAR",1993,"FARM HARVEST PRICE - PADDY","FAO",8652,"Local currency/t"
"414","MYANMAR",1992,"FARM HARVEST PRICE - PADDY","FAO",4208,"Local currency/t"
"415","MYANMAR",1991,"FARM HARVEST PRICE - PADDY","FAO",2397,"Local currency/t"
"416","MYANMAR",1990,"FARM HARVEST PRICE - PADDY","FAO",4341,"Local currency/t"
"417","MYANMAR",1989,"FARM HARVEST PRICE - PADDY","FAO",3082,"Local currency/t"
"418","MYANMAR",1988,"FARM HARVEST PRICE - PADDY","FAO",1102,"Local currency/t"
"419","MYANMAR",1987,"FARM HARVEST PRICE - PADDY","FAO",455,"Local currency/t"
"420","MYANMAR",1986,"FARM HARVEST PRICE - PADDY","FAO",455,"Local currency/t"
"421","MYANMAR",1985,"FARM HARVEST PRICE - PADDY","FAO",455,"Local currency/t"
"422","MYANMAR",1984,"FARM HARVEST PRICE - PADDY","FAO",455,"Local currency/t"
"423","MYANMAR",1983,"FARM HARVEST PRICE - PADDY","FAO",452,"Local currency/t"
"424","MYANMAR",1982,"FARM HARVEST PRICE - PADDY","FAO",452,"Local currency/t"
"425","MYANMAR",1981,"FARM HARVEST PRICE - PADDY","FAO",443,"Local currency/t"
"426","MYANMAR",1980,"FARM HARVEST PRICE - PADDY","FAO",444,"Local currency/t"
"427","MYANMAR",1979,"FARM HARVEST PRICE - PADDY","FAO",451,"Local currency/t"
"428","MYANMAR",1978,"FARM HARVEST PRICE - PADDY","FAO",451,"Local currency/t"
"429","MYANMAR",1977,"FARM HARVEST PRICE - PADDY","FAO",451,"Local currency/t"
"430","MYANMAR",1976,"FARM HARVEST PRICE - PADDY","FAO",451,"Local currency/t"
"431","MYANMAR",1975,"FARM HARVEST PRICE - PADDY","FAO",462,"Local currency/t"
"432","MYANMAR",1974,"FARM HARVEST PRICE - PADDY","FAO",462,"Local currency/t"
"433","MYANMAR",1973,"FARM HARVEST PRICE - PADDY","FAO",296,"Local currency/t"
"434","MYANMAR",1972,"FARM HARVEST PRICE - PADDY","FAO",210,"Local currency/t"
"435","MYANMAR",1971,"FARM HARVEST PRICE - PADDY","FAO",176,"Local currency/t"
"436","MYANMAR",1970,"FARM HARVEST PRICE - PADDY","FAO",176,"Local currency/t"
"437","MYANMAR",1969,"FARM HARVEST PRICE - PADDY","FAO",176,"Local currency/t"
"438","MYANMAR",1968,"FARM HARVEST PRICE - PADDY","FAO",176,"Local currency/t"
"439","MYANMAR",1967,"FARM HARVEST PRICE - PADDY","FAO",170,"Local currency/t"
"440","MYANMAR",1966,"FARM HARVEST PRICE - PADDY","FAO",167,"Local currency/t"
"441","MYANMAR",2013,"FEED - MILLED RICE","FAO",7881.87,"000 t"
"442","MYANMAR",2012,"FEED - MILLED RICE","FAO",7537.51,"000 t"
"443","MYANMAR",2011,"FEED - MILLED RICE","FAO",7785.81,"000 t"
"444","MYANMAR",2010,"FEED - MILLED RICE","FAO",8607.7,"000 t"
"445","MYANMAR",2009,"FEED - MILLED RICE","FAO",8531.77,"000 t"
"446","MYANMAR",2008,"FEED - MILLED RICE","FAO",9408.74,"000 t"
"447","MYANMAR",2007,"FEED - MILLED RICE","FAO",8543.59,"000 t"
"448","MYANMAR",2006,"FEED - MILLED RICE","FAO",8215.82,"000 t"
"449","MYANMAR",2005,"FEED - MILLED RICE","FAO",6909.77,"000 t"
"450","MYANMAR",2004,"FEED - MILLED RICE","FAO",5798.39,"000 t"
"451","MYANMAR",2003,"FEED - MILLED RICE","FAO",4317.58,"000 t"
"452","MYANMAR",2002,"FEED - MILLED RICE","FAO",4117.24,"000 t"
"453","MYANMAR",2001,"FEED - MILLED RICE","FAO",4118.67,"000 t"
"454","MYANMAR",2000,"FEED - MILLED RICE","FAO",3836.22,"000 t"
"455","MYANMAR",1999,"FEED - MILLED RICE","FAO",3565.76,"000 t"
"456","MYANMAR",1998,"FEED - MILLED RICE","FAO",3044.8,"000 t"
"457","MYANMAR",1997,"FEED - MILLED RICE","FAO",3016.36,"000 t"
"458","MYANMAR",1996,"FEED - MILLED RICE","FAO",3060.24,"000 t"
"459","MYANMAR",1995,"FEED - MILLED RICE","FAO",2961.78,"000 t"
"460","MYANMAR",1994,"FEED - MILLED RICE","FAO",3093.22,"000 t"
"461","MYANMAR",1993,"FEED - MILLED RICE","FAO",2797.98,"000 t"
"462","MYANMAR",1992,"FEED - MILLED RICE","FAO",2563.59,"000 t"
"463","MYANMAR",1991,"FEED - MILLED RICE","FAO",2136.21,"000 t"
"464","MYANMAR",1990,"FEED - MILLED RICE","FAO",2294.47,"000 t"
"465","MYANMAR",1989,"FEED - MILLED RICE","FAO",2318.42,"000 t"
"466","MYANMAR",1988,"FEED - MILLED RICE","FAO",2656.91,"000 t"
"467","MYANMAR",1987,"FEED - MILLED RICE","FAO",2727.58,"000 t"
"468","MYANMAR",1986,"FEED - MILLED RICE","FAO",2503.88,"000 t"
"469","MYANMAR",1985,"FEED - MILLED RICE","FAO",2543.04,"000 t"
"470","MYANMAR",1984,"FEED - MILLED RICE","FAO",2348.37,"000 t"
"471","MYANMAR",1983,"FEED - MILLED RICE","FAO",2223.49,"000 t"
"472","MYANMAR",1982,"FEED - MILLED RICE","FAO",2419.75,"000 t"
"473","MYANMAR",1981,"FEED - MILLED RICE","FAO",2404.63,"000 t"
"474","MYANMAR",1980,"FEED - MILLED RICE","FAO",2285.8,"000 t"
"475","MYANMAR",1979,"FEED - MILLED RICE","FAO",1853.01,"000 t"
"476","MYANMAR",1978,"FEED - MILLED RICE","FAO",1655.1,"000 t"
"477","MYANMAR",1977,"FEED - MILLED RICE","FAO",1139.31,"000 t"
"478","MYANMAR",1976,"FEED - MILLED RICE","FAO",1066.26,"000 t"
"479","MYANMAR",1975,"FEED - MILLED RICE","FAO",1058.82,"000 t"
"480","MYANMAR",1974,"FEED - MILLED RICE","FAO",953.66,"000 t"
"481","MYANMAR",1973,"FEED - MILLED RICE","FAO",1012.06,"000 t"
"482","MYANMAR",1972,"FEED - MILLED RICE","FAO",1017.95,"000 t"
"483","MYANMAR",1971,"FEED - MILLED RICE","FAO",989.94,"000 t"
"484","MYANMAR",1970,"FEED - MILLED RICE","FAO",963.66,"000 t"
"485","MYANMAR",1969,"FEED - MILLED RICE","FAO",881.96,"000 t"
"486","MYANMAR",1968,"FEED - MILLED RICE","FAO",916.27,"000 t"
"487","MYANMAR",1967,"FEED - MILLED RICE","FAO",576.73,"000 t"
"488","MYANMAR",1966,"FEED - MILLED RICE","FAO",602.47,"000 t"
"489","MYANMAR",1965,"FEED - MILLED RICE","FAO",459.21,"000 t"
"490","MYANMAR",1964,"FEED - MILLED RICE","FAO",696.64,"000 t"
"491","MYANMAR",1963,"FEED - MILLED RICE","FAO",259.56,"000 t"
"492","MYANMAR",1962,"FEED - MILLED RICE","FAO",255.62,"000 t"
"493","MYANMAR",1961,"FEED - MILLED RICE","FAO",227.92,"000 t"
"494","MYANMAR",2013,"FERTILIZER CONSUMPTION","FAO",181.33,"000 t"
"495","MYANMAR",2012,"FERTILIZER CONSUMPTION","FAO",170.07,"000 t"
"496","MYANMAR",2011,"FERTILIZER CONSUMPTION","FAO",129.58,"000 t"
"497","MYANMAR",2010,"FERTILIZER CONSUMPTION","FAO",67.54,"000 t"
"498","MYANMAR",2009,"FERTILIZER CONSUMPTION","FAO",59.63,"000 t"
"499","MYANMAR",2008,"FERTILIZER CONSUMPTION","FAO",81.38,"000 t"
"500","MYANMAR",2007,"FERTILIZER CONSUMPTION","FAO",166.83,"000 t"
"501","MYANMAR",2006,"FERTILIZER CONSUMPTION","FAO",93.19,"000 t"
"502","MYANMAR",2005,"FERTILIZER CONSUMPTION","FAO",65.6,"000 t"
"503","MYANMAR",2004,"FERTILIZER CONSUMPTION","FAO",197.36,"000 t"
"504","MYANMAR",2003,"FERTILIZER CONSUMPTION","FAO",101.55,"000 t"
"505","MYANMAR",2002,"FERTILIZER CONSUMPTION","FAO",42.31,"000 t"
"506","MYANMAR",2001,"FERTILIZER CONSUMPTION","FAO",95.7,"000 t"
"507","MYANMAR",2000,"FERTILIZER CONSUMPTION","FAO",205.7,"000 t"
"508","MYANMAR",1999,"FERTILIZER CONSUMPTION","FAO",163.07,"000 t"
"509","MYANMAR",1998,"FERTILIZER CONSUMPTION","FAO",171.8,"000 t"
"510","MYANMAR",1997,"FERTILIZER CONSUMPTION","FAO",177.82,"000 t"
"511","MYANMAR",1996,"FERTILIZER CONSUMPTION","FAO",173.89,"000 t"
"512","MYANMAR",1995,"FERTILIZER CONSUMPTION","FAO",180.05,"000 t"
"513","MYANMAR",1994,"FERTILIZER CONSUMPTION","FAO",144.75,"000 t"
"514","MYANMAR",1993,"FERTILIZER CONSUMPTION","FAO",86.3,"000 t"
"515","MYANMAR",1992,"FERTILIZER CONSUMPTION","FAO",67.15,"000 t"
"516","MYANMAR",1991,"FERTILIZER CONSUMPTION","FAO",83.06,"000 t"
"517","MYANMAR",1990,"FERTILIZER CONSUMPTION","FAO",75.53,"000 t"
"518","MYANMAR",1989,"FERTILIZER CONSUMPTION","FAO",83.1,"000 t"
"519","MYANMAR",1988,"FERTILIZER CONSUMPTION","FAO",87.31,"000 t"
"520","MYANMAR",1987,"FERTILIZER CONSUMPTION","FAO",125.45,"000 t"
"521","MYANMAR",1986,"FERTILIZER CONSUMPTION","FAO",178.73,"000 t"
"522","MYANMAR",1985,"FERTILIZER CONSUMPTION","FAO",194.09,"000 t"
"523","MYANMAR",1984,"FERTILIZER CONSUMPTION","FAO",188.2,"000 t"
"524","MYANMAR",1983,"FERTILIZER CONSUMPTION","FAO",159.7,"000 t"
"525","MYANMAR",1982,"FERTILIZER CONSUMPTION","FAO",168.4,"000 t"
"526","MYANMAR",1981,"FERTILIZER CONSUMPTION","FAO",125.6,"000 t"
"527","MYANMAR",1980,"FERTILIZER CONSUMPTION","FAO",100.2,"000 t"
"528","MYANMAR",1979,"FERTILIZER CONSUMPTION","FAO",93.1,"000 t"
"529","MYANMAR",1978,"FERTILIZER CONSUMPTION","FAO",85.52,"000 t"
"530","MYANMAR",1977,"FERTILIZER CONSUMPTION","FAO",61.96,"000 t"
"531","MYANMAR",1976,"FERTILIZER CONSUMPTION","FAO",51.16,"000 t"
"532","MYANMAR",1975,"FERTILIZER CONSUMPTION","FAO",54.72,"000 t"
"533","MYANMAR",1974,"FERTILIZER CONSUMPTION","FAO",44.69,"000 t"
"534","MYANMAR",1973,"FERTILIZER CONSUMPTION","FAO",41.46,"000 t"
"535","MYANMAR",1972,"FERTILIZER CONSUMPTION","FAO",48.03,"000 t"
"536","MYANMAR",1971,"FERTILIZER CONSUMPTION","FAO",44.02,"000 t"
"537","MYANMAR",1970,"FERTILIZER CONSUMPTION","FAO",21.95,"000 t"
"538","MYANMAR",1969,"FERTILIZER CONSUMPTION","FAO",41.09,"000 t"
"539","MYANMAR",1968,"FERTILIZER CONSUMPTION","FAO",17.71,"000 t"
"540","MYANMAR",1967,"FERTILIZER CONSUMPTION","FAO",30.25,"000 t"
"541","MYANMAR",1966,"FERTILIZER CONSUMPTION","FAO",11.93,"000 t"
"542","MYANMAR",1965,"FERTILIZER CONSUMPTION","FAO",9.1,"000 t"
"543","MYANMAR",1964,"FERTILIZER CONSUMPTION","FAO",9,"000 t"
"544","MYANMAR",1963,"FERTILIZER CONSUMPTION","FAO",7,"000 t"
"545","MYANMAR",1962,"FERTILIZER CONSUMPTION","FAO",6.5,"000 t"
"546","MYANMAR",1961,"FERTILIZER CONSUMPTION","FAO",6,"000 t"
"547","MYANMAR",2013,"FERTILIZER CONSUMPTION","WB",16.83,"kg/ha of arable land"
"548","MYANMAR",2012,"FERTILIZER CONSUMPTION","WB",15.82,"kg/ha of arable land"
"549","MYANMAR",2011,"FERTILIZER CONSUMPTION","WB",15.22,"kg/ha of arable land"
"550","MYANMAR",2010,"FERTILIZER CONSUMPTION","WB",6.64,"kg/ha of arable land"
"551","MYANMAR",2009,"FERTILIZER CONSUMPTION","WB",6.24,"kg/ha of arable land"
"552","MYANMAR",2008,"FERTILIZER CONSUMPTION","WB",7.61,"kg/ha of arable land"
"553","MYANMAR",2007,"FERTILIZER CONSUMPTION","WB",15.77,"kg/ha of arable land"
"554","MYANMAR",2006,"FERTILIZER CONSUMPTION","WB",9.02,"kg/ha of arable land"
"555","MYANMAR",2005,"FERTILIZER CONSUMPTION","WB",6.52,"kg/ha of arable land"
"556","MYANMAR",2004,"FERTILIZER CONSUMPTION","WB",19.91,"kg/ha of arable land"
"557","MYANMAR",2003,"FERTILIZER CONSUMPTION","WB",10.31,"kg/ha of arable land"
"558","MYANMAR",2002,"FERTILIZER CONSUMPTION","WB",4.29,"kg/ha of arable land"
"559","MYANMAR",2013,"FOOD - MILLED RICE","FAO",7072.86,"000 t"
"560","MYANMAR",2012,"FOOD - MILLED RICE","FAO",6844.17,"000 t"
"561","MYANMAR",2011,"FOOD - MILLED RICE","FAO",6547.77,"000 t"
"562","MYANMAR",2010,"FOOD - MILLED RICE","FAO",6465.21,"000 t"
"563","MYANMAR",2009,"FOOD - MILLED RICE","FAO",6257.47,"000 t"
"564","MYANMAR",2008,"FOOD - MILLED RICE","FAO",6622.52,"000 t"
"565","MYANMAR",2007,"FOOD - MILLED RICE","FAO",6409.96,"000 t"
"566","MYANMAR",2006,"FOOD - MILLED RICE","FAO",6566.57,"000 t"
"567","MYANMAR",2005,"FOOD - MILLED RICE","FAO",6415.77,"000 t"
"568","MYANMAR",2004,"FOOD - MILLED RICE","FAO",6425.09,"000 t"
"569","MYANMAR",2003,"FOOD - MILLED RICE","FAO",6627.59,"000 t"
"570","MYANMAR",2002,"FOOD - MILLED RICE","FAO",6533.28,"000 t"
"571","MYANMAR",2001,"FOOD - MILLED RICE","FAO",6441.42,"000 t"
"572","MYANMAR",2000,"FOOD - MILLED RICE","FAO",6314.02,"000 t"
"573","MYANMAR",1999,"FOOD - MILLED RICE","FAO",6076.59,"000 t"
"574","MYANMAR",1998,"FOOD - MILLED RICE","FAO",6018.49,"000 t"
"575","MYANMAR",1997,"FOOD - MILLED RICE","FAO",5915.95,"000 t"
"576","MYANMAR",1996,"FOOD - MILLED RICE","FAO",5883.78,"000 t"
"577","MYANMAR",1995,"FOOD - MILLED RICE","FAO",5753.23,"000 t"
"578","MYANMAR",1994,"FOOD - MILLED RICE","FAO",5567.77,"000 t"
"579","MYANMAR",1993,"FOOD - MILLED RICE","FAO",5400.28,"000 t"
"580","MYANMAR",1992,"FOOD - MILLED RICE","FAO",5275.37,"000 t"
"581","MYANMAR",1991,"FOOD - MILLED RICE","FAO",5170.8,"000 t"
"582","MYANMAR",1990,"FOOD - MILLED RICE","FAO",5027.86,"000 t"
"583","MYANMAR",1989,"FOOD - MILLED RICE","FAO",4251.78,"000 t"
"584","MYANMAR",1988,"FOOD - MILLED RICE","FAO",4242.02,"000 t"
"585","MYANMAR",1987,"FOOD - MILLED RICE","FAO",4237.72,"000 t"
"586","MYANMAR",1986,"FOOD - MILLED RICE","FAO",3992.52,"000 t"
"587","MYANMAR",1985,"FOOD - MILLED RICE","FAO",4102.31,"000 t"
"588","MYANMAR",1984,"FOOD - MILLED RICE","FAO",4339.48,"000 t"
"589","MYANMAR",1983,"FOOD - MILLED RICE","FAO",4317.72,"000 t"
"590","MYANMAR",1982,"FOOD - MILLED RICE","FAO",4219.08,"000 t"
"591","MYANMAR",1981,"FOOD - MILLED RICE","FAO",4119.73,"000 t"
"592","MYANMAR",1980,"FOOD - MILLED RICE","FAO",4038.12,"000 t"
"593","MYANMAR",1979,"FOOD - MILLED RICE","FAO",3879.13,"000 t"
"594","MYANMAR",1978,"FOOD - MILLED RICE","FAO",3770.61,"000 t"
"595","MYANMAR",1977,"FOOD - MILLED RICE","FAO",3644.92,"000 t"
"596","MYANMAR",1976,"FOOD - MILLED RICE","FAO",3553.19,"000 t"
"597","MYANMAR",1975,"FOOD - MILLED RICE","FAO",3430.07,"000 t"
"598","MYANMAR",1974,"FOOD - MILLED RICE","FAO",3318.34,"000 t"
"599","MYANMAR",1973,"FOOD - MILLED RICE","FAO",3201.62,"000 t"
"600","MYANMAR",1972,"FOOD - MILLED RICE","FAO",2993.72,"000 t"
"601","MYANMAR",1971,"FOOD - MILLED RICE","FAO",2992.45,"000 t"
"602","MYANMAR",1970,"FOOD - MILLED RICE","FAO",2897.8,"000 t"
"603","MYANMAR",1969,"FOOD - MILLED RICE","FAO",2807.2,"000 t"
"604","MYANMAR",1968,"FOOD - MILLED RICE","FAO",2774.22,"000 t"
"605","MYANMAR",1967,"FOOD - MILLED RICE","FAO",2677.1,"000 t"
"606","MYANMAR",1966,"FOOD - MILLED RICE","FAO",2539.56,"000 t"
"607","MYANMAR",1965,"FOOD - MILLED RICE","FAO",2763.27,"000 t"
"608","MYANMAR",1964,"FOOD - MILLED RICE","FAO",2586.16,"000 t"
"609","MYANMAR",1963,"FOOD - MILLED RICE","FAO",2506.46,"000 t"
"610","MYANMAR",1962,"FOOD - MILLED RICE","FAO",2495.75,"000 t"
"611","MYANMAR",1961,"FOOD - MILLED RICE","FAO",2409.51,"000 t"
"612","MYANMAR",2014,"HARVESTED AREA","FAO",6790,"000 Ha"
"613","MYANMAR",2013,"HARVESTED AREA","FAO",6872.4,"000 Ha"
"614","MYANMAR",2012,"HARVESTED AREA","FAO",6908,"000 Ha"
"615","MYANMAR",2011,"HARVESTED AREA","FAO",7566.78,"000 Ha"
"616","MYANMAR",2010,"HARVESTED AREA","FAO",8011.59,"000 Ha"
"617","MYANMAR",2009,"HARVESTED AREA","FAO",8058.26,"000 Ha"
"618","MYANMAR",2008,"HARVESTED AREA","FAO",8077.72,"000 Ha"
"619","MYANMAR",2007,"HARVESTED AREA","FAO",8011,"000 Ha"
"620","MYANMAR",2006,"HARVESTED AREA","FAO",8074,"000 Ha"
"621","MYANMAR",2005,"HARVESTED AREA","FAO",7384,"000 Ha"
"622","MYANMAR",2004,"HARVESTED AREA","FAO",6532.82,"000 Ha"
"623","MYANMAR",2003,"HARVESTED AREA","FAO",6527.98,"000 Ha"
"624","MYANMAR",2002,"HARVESTED AREA","FAO",6381,"000 Ha"
"625","MYANMAR",2001,"HARVESTED AREA","FAO",6412.54,"000 Ha"
"626","MYANMAR",2000,"HARVESTED AREA","FAO",6302.49,"000 Ha"
"627","MYANMAR",1999,"HARVESTED AREA","FAO",6210.79,"000 Ha"
"628","MYANMAR",1998,"HARVESTED AREA","FAO",5458.5,"000 Ha"
"629","MYANMAR",1997,"HARVESTED AREA","FAO",5408.3,"000 Ha"
"630","MYANMAR",1996,"HARVESTED AREA","FAO",5768.5,"000 Ha"
"631","MYANMAR",1995,"HARVESTED AREA","FAO",6032.7,"000 Ha"
"632","MYANMAR",1994,"HARVESTED AREA","FAO",5742.88,"000 Ha"
"633","MYANMAR",1993,"HARVESTED AREA","FAO",5486.81,"000 Ha"
"634","MYANMAR",1992,"HARVESTED AREA","FAO",5056.2,"000 Ha"
"635","MYANMAR",1991,"HARVESTED AREA","FAO",4575,"000 Ha"
"636","MYANMAR",1990,"HARVESTED AREA","FAO",4760,"000 Ha"
"637","MYANMAR",1989,"HARVESTED AREA","FAO",4732.4,"000 Ha"
"638","MYANMAR",1988,"HARVESTED AREA","FAO",4527.3,"000 Ha"
"639","MYANMAR",1987,"HARVESTED AREA","FAO",4482.8,"000 Ha"
"640","MYANMAR",1986,"HARVESTED AREA","FAO",4665.7,"000 Ha"
"641","MYANMAR",1985,"HARVESTED AREA","FAO",4660.8,"000 Ha"
"642","MYANMAR",1984,"HARVESTED AREA","FAO",4601.3,"000 Ha"
"643","MYANMAR",1983,"HARVESTED AREA","FAO",4659.2,"000 Ha"
"644","MYANMAR",1982,"HARVESTED AREA","FAO",4562.3,"000 Ha"
"645","MYANMAR",1981,"HARVESTED AREA","FAO",4808.7,"000 Ha"
"646","MYANMAR",1980,"HARVESTED AREA","FAO",4800.9,"000 Ha"
"647","MYANMAR",1979,"HARVESTED AREA","FAO",4441.9,"000 Ha"
"648","MYANMAR",1978,"HARVESTED AREA","FAO",5010.5,"000 Ha"
"649","MYANMAR",1977,"HARVESTED AREA","FAO",4864,"000 Ha"
"650","MYANMAR",1976,"HARVESTED AREA","FAO",4911.5,"000 Ha"
"651","MYANMAR",1975,"HARVESTED AREA","FAO",5029.6,"000 Ha"
"652","MYANMAR",1974,"HARVESTED AREA","FAO",4884.1,"000 Ha"
"653","MYANMAR",1973,"HARVESTED AREA","FAO",4879.5,"000 Ha"
"654","MYANMAR",1972,"HARVESTED AREA","FAO",4528.1,"000 Ha"
"655","MYANMAR",1971,"HARVESTED AREA","FAO",4763.8,"000 Ha"
"656","MYANMAR",1970,"HARVESTED AREA","FAO",4808.7,"000 Ha"
"657","MYANMAR",1969,"HARVESTED AREA","FAO",4671.6,"000 Ha"
"658","MYANMAR",1968,"HARVESTED AREA","FAO",4763.4,"000 Ha"
"659","MYANMAR",1967,"HARVESTED AREA","FAO",4706,"000 Ha"
"660","MYANMAR",1966,"HARVESTED AREA","FAO",4516.5,"000 Ha"
"661","MYANMAR",1965,"HARVESTED AREA","FAO",4848.3,"000 Ha"
"662","MYANMAR",1964,"HARVESTED AREA","FAO",4976.1,"000 Ha"
"663","MYANMAR",1963,"HARVESTED AREA","FAO",4877.5,"000 Ha"
"664","MYANMAR",1962,"HARVESTED AREA","FAO",4654,"000 Ha"
"665","MYANMAR",1961,"HARVESTED AREA","FAO",4253.7,"000 Ha"
"666","MYANMAR",2009,"HARVESTERS-THRESHERS","FAO",24.39,"000 harvesters-threshers"
"667","MYANMAR",2008,"HARVESTERS-THRESHERS","FAO",20.67,"000 harvesters-threshers"
"668","MYANMAR",2007,"HARVESTERS-THRESHERS","FAO",20.51,"000 harvesters-threshers"
